name,arm,distance,cue,layer,rank,token
Elias,direct,15,cue_b,18,10, somebody
Elias,direct,15,cue_b,18,11, hardworking
Elias,direct,15,cue_b,18,12, believed
Elias,direct,15,cue_b,18,13, something
Elias,direct,15,cue_b,18,14, arguably
Elias,direct,15,cue_b,18,15, humans
Elias,direct,15,cue_b,18,16, tasked
Elias,direct,15,cue_b,18,17, portrayed
Elias,direct,15,cue_b,18,18, believable
Elias,direct,15,cue_b,18,19, transportation
Elias,direct,15,cue_b,18,20, trustworthy
Elias,direct,15,cue_b,19,1, someone
Elias,direct,15,cue_b,19,2, his
Elias,direct,15,cue_b,19,3, hardworking
Elias,direct,15,cue_b,19,4, tasked
Elias,direct,15,cue_b,19,5, located
Elias,direct,15,cue_b,19,6, portrayed
Elias,direct,15,cue_b,19,7, likely
Elias,direct,15,cue_b,19,8, because
Elias,direct,15,cue_b,19,9, characterized
Elias,direct,15,cue_b,19,10, traveling
Elias,direct,15,cue_b,19,11, transportation
Elias,direct,15,cue_b,19,12, himself
Elias,direct,15,cue_b,19,13, talented
Elias,direct,15,cue_b,19,14, described
Elias,direct,15,cue_b,19,15, somebody
Elias,direct,15,cue_b,19,16, probably
Elias,direct,15,cue_b,19,17, depicted
Elias,direct,15,cue_b,19,18, people
Elias,direct,15,cue_b,19,19, believed
Elias,direct,15,cue_b,19,20, trustworthy
Elias,direct,15,cue_b,20,1, hardworking
Elias,direct,15,cue_b,20,2, ____
Elias,direct,15,cue_b,20,3, someone
Elias,direct,15,cue_b,20,4, ________
Elias,direct,15,cue_b,20,5, ____________
Elias,direct,15,cue_b,20,6, ______
Elias,direct,15,cue_b,20,7, trustworthy
Elias,direct,15,cue_b,20,8, _______
Elias,direct,15,cue_b,20,9, __
Elias,direct,15,cue_b,20,10, _____
Elias,direct,15,cue_b,20,11, reliable
Elias,direct,15,cue_b,20,12, __________
Elias,direct,15,cue_b,20,13, portrayed
Elias,direct,15,cue_b,20,14, somebody
Elias,direct,15,cue_b,20,15, dependable
Elias,direct,15,cue_b,20,16, described
Elias,direct,15,cue_b,20,17,__.
Elias,direct,15,cue_b,20,18, talented
Elias,direct,15,cue_b,20,19, people
Elias,direct,15,cue_b,20,20, tasked
Elias,direct,15,cue_b,21,1, someone
Elias,direct,15,cue_b,21,2, hardworking
Elias,direct,15,cue_b,21,3, ____
Elias,direct,15,cue_b,21,4, trustworthy
Elias,direct,15,cue_b,21,5, ________
Elias,direct,15,cue_b,21,6, dependable
Elias,direct,15,cue_b,21,7, ______
Elias,direct,15,cue_b,21,8, _______
Elias,direct,15,cue_b,21,9, somebody
Elias,direct,15,cue_b,21,10, ____________
Elias,direct,15,cue_b,21,11, reliable
Elias,direct,15,cue_b,21,12, __________
Elias,direct,15,cue_b,21,13, likely
Elias,direct,15,cue_b,21,14, _____
Elias,direct,15,cue_b,21,15, believable
Elias,direct,15,cue_b,21,16, probably
Elias,direct,15,cue_b,21,17, __
Elias,direct,15,cue_b,21,18, described
Elias,direct,15,cue_b,21,19, industrious
Elias,direct,15,cue_b,21,20,__.
Elias,direct,15,cue_b,22,1, hardworking
Elias,direct,15,cue_b,22,2, someone
Elias,direct,15,cue_b,22,3, trustworthy
Elias,direct,15,cue_b,22,4, described
Elias,direct,15,cue_b,22,5, evidently
Elias,direct,15,cue_b,22,6, dependable
Elias,direct,15,cue_b,22,7, portrayed
Elias,direct,15,cue_b,22,8, presumably
Elias,direct,15,cue_b,22,9, reliable
Elias,direct,15,cue_b,22,10, characterized
Elias,direct,15,cue_b,22,11, industrious
Elias,direct,15,cue_b,22,12, believable
Elias,direct,15,cue_b,22,13, likely
Elias,direct,15,cue_b,22,14, probably
Elias,direct,15,cue_b,22,15, apparently
Elias,direct,15,cue_b,22,16, knowledgeable
Elias,direct,15,cue_b,22,17, personable
Elias,direct,15,cue_b,22,18, depicted
Elias,direct,15,cue_b,22,19, tasked
Elias,direct,15,cue_b,22,20, obviously
Elias,direct,15,cue_b,23,1, described
Elias,direct,15,cue_b,23,2, hardworking
Elias,direct,15,cue_b,23,3, trustworthy
Elias,direct,15,cue_b,23,4, dependable
Elias,direct,15,cue_b,23,5, reliable
Elias,direct,15,cue_b,23,6, portrayed
Elias,direct,15,cue_b,23,7, industrious
Elias,direct,15,cue_b,23,8, characterized
Elias,direct,15,cue_b,23,9, someone
Elias,direct,15,cue_b,23,10, believable
Elias,direct,15,cue_b,23,11, personable
Elias,direct,15,cue_b,23,12, evidently
Elias,direct,15,cue_b,23,13, depicted
Elias,direct,15,cue_b,23,14, diligent
Elias,direct,15,cue_b,23,15, knowledgeable
Elias,direct,15,cue_b,23,16, resourceful
Elias,direct,15,cue_b,23,17, likely
Elias,direct,15,cue_b,23,18, selfless
Elias,direct,15,cue_b,23,19, loyal
Elias,direct,15,cue_b,23,20, honest
Elias,direct,15,cue_b,24,1, trustworthy
Elias,direct,15,cue_b,24,2, reliable
Elias,direct,15,cue_b,24,3, dependable
Elias,direct,15,cue_b,24,4, described
Elias,direct,15,cue_b,24,5, hardworking
Elias,direct,15,cue_b,24,6, loyal
Elias,direct,15,cue_b,24,7, believable
Elias,direct,15,cue_b,24,8, portrayed
Elias,direct,15,cue_b,24,9, dependability
Elias,direct,15,cue_b,24,10, characterized
Elias,direct,15,cue_b,24,11, industrious
Elias,direct,15,cue_b,24,12, honest
Elias,direct,15,cue_b,24,13, diligent
Elias,direct,15,cue_b,24,14, depicted
Elias,direct,15,cue_b,24,15, truthful
Elias,direct,15,cue_b,24,16, unreliable
Elias,direct,15,cue_b,24,17, selfless
Elias,direct,15,cue_b,24,18, reliability
Elias,direct,15,cue_b,24,19, trusted
Elias,direct,15,cue_b,24,20, helpful
Elias,direct,15,cue_b,25,1, trustworthy
Elias,direct,15,cue_b,25,2, described
Elias,direct,15,cue_b,25,3, reliable
Elias,direct,15,cue_b,25,4, hardworking
Elias,direct,15,cue_b,25,5, dependable
Elias,direct,15,cue_b,25,6, portrayed
Elias,direct,15,cue_b,25,7, loyal
Elias,direct,15,cue_b,25,8, industrious
Elias,direct,15,cue_b,25,9, depicted
Elias,direct,15,cue_b,25,10, characterized
Elias,direct,15,cue_b,25,11, diligent
Elias,direct,15,cue_b,25,12, believable
Elias,direct,15,cue_b,25,13, honest
Elias,direct,15,cue_b,25,14, selfless
Elias,direct,15,cue_b,25,15, truthful
Elias,direct,15,cue_b,25,16, someone
Elias,direct,15,cue_b,25,17, empathetic
Elias,direct,15,cue_b,25,18, personable
Elias,direct,15,cue_b,25,19, knowledgeable
Elias,direct,15,cue_b,25,20, shown
Elias,direct,15,cue_b,26,1, trustworthy
Elias,direct,15,cue_b,26,2, reliable
Elias,direct,15,cue_b,26,3, dependable
Elias,direct,15,cue_b,26,4, loyal
Elias,direct,15,cue_b,26,5, described
Elias,direct,15,cue_b,26,6, hardworking
Elias,direct,15,cue_b,26,7, honest
Elias,direct,15,cue_b,26,8, portrayed
Elias,direct,15,cue_b,26,9, industrious
Elias,direct,15,cue_b,26,10, diligent
Elias,direct,15,cue_b,26,11, depicted
Elias,direct,15,cue_b,26,12, characterized
Elias,direct,15,cue_b,26,13, Loyal
Elias,direct,15,cue_b,26,14, believable
Elias,direct,15,cue_b,26,15, truthful
Elias,direct,15,cue_b,26,16, knowledgeable
Elias,direct,15,cue_b,26,17, empathetic
Elias,direct,15,cue_b,26,18, faithful
Elias,direct,15,cue_b,26,19, selfless
Elias,direct,15,cue_b,26,20, resourceful
Elias,direct,15,cue_a,13,1,</strong>
Elias,direct,15,cue_a,13,2,</h1>
Elias,direct,15,cue_a,13,3,</code>
Elias,direct,15,cue_a,13,4,</h2>
Elias,direct,15,cue_a,13,5,</blockquote>
Elias,direct,15,cue_a,13,6,</div>
Elias,direct,15,cue_a,13,7,}.}
Elias,direct,15,cue_a,13,8,</b>
Elias,direct,15,cue_a,13,9,.</
Elias,direct,15,cue_a,13,10,}.
Elias,direct,15,cue_a,13,11,</sub>
Elias,direct,15,cue_a,13,12,".""},"
Elias,direct,15,cue_a,13,13,?</
Elias,direct,15,cue_a,13,14,.​
Elias,direct,15,cue_a,13,15, laughs
Elias,direct,15,cue_a,13,16,</h4>
Elias,direct,15,cue_a,13,17, }.
Elias,direct,15,cue_a,13,18,</em>
Elias,direct,15,cue_a,13,19, wondering
Elias,direct,15,cue_a,13,20,​.
Elias,direct,15,cue_a,14,1,</strong>
Elias,direct,15,cue_a,14,2,</code>
Elias,direct,15,cue_a,14,3,</h1>
Elias,direct,15,cue_a,14,4,</h2>
Elias,direct,15,cue_a,14,5,</blockquote>
Elias,direct,15,cue_a,14,6,</div>
Elias,direct,15,cue_a,14,7,.</
Elias,direct,15,cue_a,14,8, smiles
Elias,direct,15,cue_a,14,9, smiled
Elias,direct,15,cue_a,14,10, laughs
Elias,direct,15,cue_a,14,11, smiling
Elias,direct,15,cue_a,14,12,}.}
Elias,direct,15,cue_a,14,13, Suddenly
Elias,direct,15,cue_a,14,14,</b>
Elias,direct,15,cue_a,14,15, wondering
Elias,direct,15,cue_a,14,16,.”
Elias,direct,15,cue_a,14,17, onlookers
Elias,direct,15,cue_a,14,18, smile
Elias,direct,15,cue_a,14,19,</em>
Elias,direct,15,cue_a,14,20, }.
Elias,direct,15,cue_a,15,1,</strong>
Elias,direct,15,cue_a,15,2,</code>
Elias,direct,15,cue_a,15,3,</h1>
Elias,direct,15,cue_a,15,4,</h2>
Elias,direct,15,cue_a,15,5,</blockquote>
Elias,direct,15,cue_a,15,6,.</
Elias,direct,15,cue_a,15,7,}.}
Elias,direct,15,cue_a,15,8, Suddenly
Elias,direct,15,cue_a,15,9,</div>
Elias,direct,15,cue_a,15,10,}.
Elias,direct,15,cue_a,15,11,</em>
Elias,direct,15,cue_a,15,12,".""},"
Elias,direct,15,cue_a,15,13,".""."
Elias,direct,15,cue_a,15,14,?</
Elias,direct,15,cue_a,15,15,"?""."
Elias,direct,15,cue_a,15,16,$.}
Elias,direct,15,cue_a,15,17, laughs
Elias,direct,15,cue_a,15,18,"."""
Elias,direct,15,cue_a,15,19, smiled
Elias,direct,15,cue_a,15,20, }.
Elias,direct,15,cue_a,16,1,</strong>
Elias,direct,15,cue_a,16,2,</code>
Elias,direct,15,cue_a,16,3,</h1>
Elias,direct,15,cue_a,16,4, Suddenly
Elias,direct,15,cue_a,16,5,</h2>
Elias,direct,15,cue_a,16,6,</div>
Elias,direct,15,cue_a,16,7,</blockquote>
Elias,direct,15,cue_a,16,8,.</
Elias,direct,15,cue_a,16,9, Watching
Elias,direct,15,cue_a,16,10, They
Elias,direct,15,cue_a,16,11, }.
Elias,direct,15,cue_a,16,12, smiled
Elias,direct,15,cue_a,16,13,​.
Elias,direct,15,cue_a,16,14,}.
Elias,direct,15,cue_a,16,15, Why
Elias,direct,15,cue_a,16,16,</em>
Elias,direct,15,cue_a,16,17, Apparently
Elias,direct,15,cue_a,16,18, Leo
Elias,direct,15,cue_a,16,19, smiles
Elias,direct,15,cue_a,16,20, Turns
Elias,direct,15,cue_a,17,1, Watching
Elias,direct,15,cue_a,17,2, They
Elias,direct,15,cue_a,17,3, Suddenly
Elias,direct,15,cue_a,17,4, glances
Elias,direct,15,cue_a,17,5, Apparently
Elias,direct,15,cue_a,17,6, Why
Elias,direct,15,cue_a,17,7, Someone
Elias,direct,15,cue_a,17,8, smiled
Elias,direct,15,cue_a,17,9, Looking
Elias,direct,15,cue_a,17,10, Trying
Elias,direct,15,cue_a,17,11, Their
Elias,direct,15,cue_a,17,12, Maybe
Elias,direct,15,cue_a,17,13, smiles
Elias,direct,15,cue_a,17,14, Seems
Elias,direct,15,cue_a,17,15, Thomas
Elias,direct,15,cue_a,17,16, Nobody
Elias,direct,15,cue_a,17,17, Who
Elias,direct,15,cue_a,17,18, onlookers
Elias,direct,15,cue_a,17,19, Conversations
Elias,direct,15,cue_a,17,20, Walter
Elias,direct,15,cue_a,18,1, They
Elias,direct,15,cue_a,18,2, Watching
Elias,direct,15,cue_a,18,3, Suddenly
Elias,direct,15,cue_a,18,4, smiled
Elias,direct,15,cue_a,18,5, Apparently
Elias,direct,15,cue_a,18,6, Someone
Elias,direct,15,cue_a,18,7, Their
Elias,direct,15,cue_a,18,8, Conversations
Elias,direct,15,cue_a,18,9, glances
Elias,direct,15,cue_a,18,10, Smiling
Elias,direct,15,cue_a,18,11, He
Elias,direct,15,cue_a,18,12, smiles
Elias,direct,15,cue_a,18,13, Robert
Elias,direct,15,cue_a,18,14, Bob
Elias,direct,15,cue_a,18,15, Conversation
Elias,direct,15,cue_a,18,16, Jerry
Elias,direct,15,cue_a,18,17, onlookers
Elias,direct,15,cue_a,18,18, conversations
Elias,direct,15,cue_a,18,19, Angela
Elias,direct,15,cue_a,18,20, Looking
Elias,direct,15,cue_a,19,1, They
Elias,direct,15,cue_a,19,2, Their
Elias,direct,15,cue_a,19,3, Watching
Elias,direct,15,cue_a,19,4, Suddenly
Elias,direct,15,cue_a,19,5, He
Elias,direct,15,cue_a,19,6, Someone
Elias,direct,15,cue_a,19,7, Conversation
Elias,direct,15,cue_a,19,8, Conversations
Elias,direct,15,cue_a,19,9, Smiling
Elias,direct,15,cue_a,19,10, smiles
Elias,direct,15,cue_a,19,11, Robert
Elias,direct,15,cue_a,19,12, smiled
Elias,direct,15,cue_a,19,13,They
Elias,direct,15,cue_a,19,14, His
Elias,direct,15,cue_a,19,15, Apparently
Elias,direct,15,cue_a,19,16, Bob
Elias,direct,15,cue_a,19,17, Who
Elias,direct,15,cue_a,19,18, Seems
Elias,direct,15,cue_a,19,19, Why
Elias,direct,15,cue_a,19,20, Turns
Elias,direct,15,cue_a,20,1, They
Elias,direct,15,cue_a,20,2, He
Elias,direct,15,cue_a,20,3, His
Elias,direct,15,cue_a,20,4, Their
Elias,direct,15,cue_a,20,5, Watching
Elias,direct,15,cue_a,20,6, his
Elias,direct,15,cue_a,20,7, Suddenly
Elias,direct,15,cue_a,20,8, Someone
Elias,direct,15,cue_a,20,9, Robert
Elias,direct,15,cue_a,20,10, he
Elias,direct,15,cue_a,20,11, Apparently
Elias,direct,15,cue_a,20,12, It
Elias,direct,15,cue_a,20,13, Smiling
Elias,direct,15,cue_a,20,14, Seems
Elias,direct,15,cue_a,20,15, There
Elias,direct,15,cue_a,20,16, Michael
Elias,direct,15,cue_a,20,17, Joe
Elias,direct,15,cue_a,20,18, smiles
Elias,direct,15,cue_a,20,19, Turns
Elias,direct,15,cue_a,20,20, Thomas
Elias,direct,15,cue_a,21,1, They
Elias,direct,15,cue_a,21,2, He
Elias,direct,15,cue_a,21,3, His
Elias,direct,15,cue_a,21,4, Their
Elias,direct,15,cue_a,21,5, Why
Elias,direct,15,cue_a,21,6, There
Elias,direct,15,cue_a,21,7, Then
Elias,direct,15,cue_a,21,8, Suddenly
Elias,direct,15,cue_a,21,9, Apparently
Elias,direct,15,cue_a,21,10, Everyone
Elias,direct,15,cue_a,21,11, It
Elias,direct,15,cue_a,21,12, Someone
Elias,direct,15,cue_a,21,13, What
Elias,direct,15,cue_a,21,14, Knowing
Elias,direct,15,cue_a,21,15, Nobody
Elias,direct,15,cue_a,21,16, Watching
Elias,direct,15,cue_a,21,17, While
Elias,direct,15,cue_a,21,18, Seems
Elias,direct,15,cue_a,21,19, Looking
Elias,direct,15,cue_a,21,20, These
Elias,direct,15,cue_a,22,1, They
Elias,direct,15,cue_a,22,2, He
Elias,direct,15,cue_a,22,3, Their
Elias,direct,15,cue_a,22,4,They
Elias,direct,15,cue_a,22,5, Then
Elias,direct,15,cue_a,22,6, His
Elias,direct,15,cue_a,22,7, There
Elias,direct,15,cue_a,22,8, Why
Elias,direct,15,cue_a,22,9, It
Elias,direct,15,cue_a,22,10, Suddenly
Elias,direct,15,cue_a,22,11, Apparently
Elias,direct,15,cue_a,22,12, What
Elias,direct,15,cue_a,22,13, While
Elias,direct,15,cue_a,22,14, Perhaps
Elias,direct,15,cue_a,22,15, These
Elias,direct,15,cue_a,22,16, Everyone
Elias,direct,15,cue_a,22,17, Both
Elias,direct,15,cue_a,22,18, Meanwhile
Elias,direct,15,cue_a,22,19, Knowing
Elias,direct,15,cue_a,22,20, Someone
Elias,direct,15,cue_a,23,1, They
Elias,direct,15,cue_a,23,2, Their
Elias,direct,15,cue_a,23,3, He
Elias,direct,15,cue_a,23,4,They
Elias,direct,15,cue_a,23,5, There
Elias,direct,15,cue_a,23,6, Then
Elias,direct,15,cue_a,23,7, Suddenly
Elias,direct,15,cue_a,23,8, Why
Elias,direct,15,cue_a,23,9, It
Elias,direct,15,cue_a,23,10, His
Elias,direct,15,cue_a,23,11, These
Elias,direct,15,cue_a,23,12, Apparently
Elias,direct,15,cue_a,23,13, Knowing
Elias,direct,15,cue_a,23,14, Both
Elias,direct,15,cue_a,23,15, What
Elias,direct,15,cue_a,23,16, Looking
Elias,direct,15,cue_a,23,17, they
Elias,direct,15,cue_a,23,18, Nobody
Elias,direct,15,cue_a,23,19, Everyone
Elias,direct,15,cue_a,23,20, Perhaps
Elias,direct,15,cue_a,24,1, They
Elias,direct,15,cue_a,24,2, He
Elias,direct,15,cue_a,24,3, Their
Elias,direct,15,cue_a,24,4,They
Elias,direct,15,cue_a,24,5, There
Elias,direct,15,cue_a,24,6, It
Elias,direct,15,cue_a,24,7, they
Elias,direct,15,cue_a,24,8, His
Elias,direct,15,cue_a,24,9, Why
Elias,direct,15,cue_a,24,10, Everyone
Elias,direct,15,cue_a,24,11, Then
Elias,direct,15,cue_a,24,12, Suddenly
Elias,direct,15,cue_a,24,13, Both
Elias,direct,15,cue_a,24,14, Nobody
Elias,direct,15,cue_a,24,15, What
Elias,direct,15,cue_a,24,16, he
Elias,direct,15,cue_a,24,17, Thomas
Elias,direct,15,cue_a,24,18, These
Elias,direct,15,cue_a,24,19,He
Elias,direct,15,cue_a,24,20, Joe
Elias,direct,15,cue_a,25,1, He
Elias,direct,15,cue_a,25,2, They
Elias,direct,15,cue_a,25,3, His
Elias,direct,15,cue_a,25,4, he
Elias,direct,15,cue_a,25,5, Their
Elias,direct,15,cue_a,25,6, There
Elias,direct,15,cue_a,25,7, It
Elias,direct,15,cue_a,25,8, What
Elias,direct,15,cue_a,25,9, Then
Elias,direct,15,cue_a,25,10, Everyone
Elias,direct,15,cue_a,25,11,They
Elias,direct,15,cue_a,25,12, Why
Elias,direct,15,cue_a,25,13, This
Elias,direct,15,cue_a,25,14, These
Elias,direct,15,cue_a,25,15, his
Elias,direct,15,cue_a,25,16,He
Elias,direct,15,cue_a,25,17, The
Elias,direct,15,cue_a,25,18, Both
Elias,direct,15,cue_a,25,19, Nobody
Elias,direct,15,cue_a,25,20, How
Elias,direct,15,cue_a,26,1, They
Elias,direct,15,cue_a,26,2, He
Elias,direct,15,cue_a,26,3, His
Elias,direct,15,cue_a,26,4, There
Elias,direct,15,cue_a,26,5, he
Elias,direct,15,cue_a,26,6, It
Elias,direct,15,cue_a,26,7, Then
Elias,direct,15,cue_a,26,8, Their
Elias,direct,15,cue_a,26,9, What
Elias,direct,15,cue_a,26,10, This
Elias,direct,15,cue_a,26,11, The
Elias,direct,15,cue_a,26,12, These
Elias,direct,15,cue_a,26,13, Everyone
Elias,direct,15,cue_a,26,14, Why
Elias,direct,15,cue_a,26,15,They
Elias,direct,15,cue_a,26,16, When
Elias,direct,15,cue_a,26,17, they
Elias,direct,15,cue_a,26,18, Both
Elias,direct,15,cue_a,26,19, How
Elias,direct,15,cue_a,26,20, That
Elias,direct,15,passive,13,1,".""},"
Elias,direct,15,passive,13,2,"."""
Elias,direct,15,passive,13,3,"."")."
Elias,direct,15,passive,13,4,"!""."
Elias,direct,15,passive,13,5,.”
Elias,direct,15,passive,13,6,"।"""
Elias,direct,15,passive,13,7,".""."
Elias,direct,15,passive,13,8,"""."
Elias,direct,15,passive,13,9,}.
Elias,direct,15,passive,13,10,</h1>
Elias,direct,15,passive,13,11,"."";"
Elias,direct,15,passive,13,12,}.}
Elias,direct,15,passive,13,13,"…"""
Elias,direct,15,passive,13,14,.}
Elias,direct,15,passive,13,15,.\\
Elias,direct,15,passive,13,16,"。"""
Elias,direct,15,passive,13,17,"'."""
Elias,direct,15,passive,13,18,".""]"
Elias,direct,15,passive,13,19,"?""."
Elias,direct,15,passive,13,20,!”.
Elias,direct,15,passive,14,1,".""},"
Elias,direct,15,passive,14,2,"."""
Elias,direct,15,passive,14,3,</blockquote>
Elias,direct,15,passive,14,4,</td>
Elias,direct,15,passive,14,5,"।"""
Elias,direct,15,passive,14,6,"."")."
Elias,direct,15,passive,14,7,}.}
Elias,direct,15,passive,14,8,".""."
Elias,direct,15,passive,14,9,"!""."
Elias,direct,15,passive,14,10,"…"""
Elias,direct,15,passive,14,11,}.
Elias,direct,15,passive,14,12,.”
Elias,direct,15,passive,14,13,$.}
Elias,direct,15,passive,14,14,</h1>
Elias,direct,15,passive,14,15,.}
Elias,direct,15,passive,14,16,"""."
Elias,direct,15,passive,14,17,"'."""
Elias,direct,15,passive,14,18,</h2>
Elias,direct,15,passive,14,19,.}\
Elias,direct,15,passive,14,20,.\\
Elias,direct,15,passive,15,1, villagers
Elias,direct,15,passive,15,2, cottages
Elias,direct,15,passive,15,3, apartments
Elias,direct,15,passive,15,4, villages
Elias,direct,15,passive,15,5,".""},"
Elias,direct,15,passive,15,6, bungalows
Elias,direct,15,passive,15,7, gardens
Elias,direct,15,passive,15,8, houses
Elias,direct,15,passive,15,9, Villages
Elias,direct,15,passive,15,10, towns
Elias,direct,15,passive,15,11, suburban
Elias,direct,15,passive,15,12, paintings
Elias,direct,15,passive,15,13,</td>
Elias,direct,15,passive,15,14, painters
Elias,direct,15,passive,15,15, greenhouses
Elias,direct,15,passive,15,16, village
Elias,direct,15,passive,15,17, Apartments
Elias,direct,15,passive,15,18, streets
Elias,direct,15,passive,15,19, porches
Elias,direct,15,passive,15,20, villas
Elias,direct,15,passive,16,1, cottages
Elias,direct,15,passive,16,2, villagers
Elias,direct,15,passive,16,3, apartments
Elias,direct,15,passive,16,4, Apartments
Elias,direct,15,passive,16,5, sidewalks
Elias,direct,15,passive,16,6, balconies
Elias,direct,15,passive,16,7, greenhouses
Elias,direct,15,passive,16,8, viviendas
Elias,direct,15,passive,16,9, villages
Elias,direct,15,passive,16,10, gardens
Elias,direct,15,passive,16,11, Villages
Elias,direct,15,passive,16,12, paintings
Elias,direct,15,passive,16,13, towns
Elias,direct,15,passive,16,14, pedestrians
Elias,direct,15,passive,16,15, farmhouse
Elias,direct,15,passive,16,16, buildings
Elias,direct,15,passive,16,17, houses
Elias,direct,15,passive,16,18, villas
Elias,direct,15,passive,16,19, Houses
Elias,direct,15,passive,16,20, streets
Elias,direct,15,passive,17,1, cottages
Elias,direct,15,passive,17,2, apartments
Elias,direct,15,passive,17,3, paintings
Elias,direct,15,passive,17,4, villagers
Elias,direct,15,passive,17,5, houses
Elias,direct,15,passive,17,6, Apartments
Elias,direct,15,passive,17,7, buildings
Elias,direct,15,passive,17,8, painters
Elias,direct,15,passive,17,9, sidewalks
Elias,direct,15,passive,17,10, towns
