name,arm,distance,condition,layer,rank,token
Elias,inferred,0,baseline,15,13, ...
Elias,inferred,0,baseline,15,14,!...
Elias,inferred,0,baseline,15,15, \...
Elias,inferred,0,baseline,15,16,...</
Elias,inferred,0,baseline,15,17,....
Elias,inferred,0,baseline,15,18,\...
Elias,inferred,0,baseline,15,19, ....
Elias,inferred,0,baseline,15,20, because
Elias,inferred,0,baseline,16,1,"\""."
Elias,inferred,0,baseline,16,2,".\"""
Elias,inferred,0,baseline,16,3,...\
Elias,inferred,0,baseline,16,4,\...
Elias,inferred,0,baseline,16,5,...
Elias,inferred,0,baseline,16,6,.....
Elias,inferred,0,baseline,16,7,...?
Elias,inferred,0,baseline,16,8,....
Elias,inferred,0,baseline,16,9, \...
Elias,inferred,0,baseline,16,10,!...
Elias,inferred,0,baseline,16,11,.**
Elias,inferred,0,baseline,16,12, _____
Elias,inferred,0,baseline,16,13,...).
Elias,inferred,0,baseline,16,14,**.
Elias,inferred,0,baseline,16,15,}.
Elias,inferred,0,baseline,16,16," \"""
Elias,inferred,0,baseline,16,17,!\
Elias,inferred,0,baseline,16,18, mindset
Elias,inferred,0,baseline,16,19,",..."
Elias,inferred,0,baseline,16,20, likely
Elias,inferred,0,baseline,17,1, because
Elias,inferred,0,baseline,17,2, mindset
Elias,inferred,0,baseline,17,3, believed
Elias,inferred,0,baseline,17,4, humility
Elias,inferred,0,baseline,17,5, unwillingness
Elias,inferred,0,baseline,17,6, likely
Elias,inferred,0,baseline,17,7, loyalty
Elias,inferred,0,baseline,17,8, ideology
Elias,inferred,0,baseline,17,9,...
Elias,inferred,0,baseline,17,10, dominance
Elias,inferred,0,baseline,17,11, unwavering
Elias,inferred,0,baseline,17,12, someone
Elias,inferred,0,baseline,17,13,!...
Elias,inferred,0,baseline,17,14, incredibly
Elias,inferred,0,baseline,17,15, indeed
Elias,inferred,0,baseline,17,16, beliefs
Elias,inferred,0,baseline,17,17, behavior
Elias,inferred,0,baseline,17,18, emotional
Elias,inferred,0,baseline,17,19, decision
Elias,inferred,0,baseline,17,20, people
Elias,inferred,0,baseline,18,1, mindset
Elias,inferred,0,baseline,18,2, humility
Elias,inferred,0,baseline,18,3, loyalty
Elias,inferred,0,baseline,18,4, empathetic
Elias,inferred,0,baseline,18,5, unwavering
Elias,inferred,0,baseline,18,6, unwillingness
Elias,inferred,0,baseline,18,7, someone
Elias,inferred,0,baseline,18,8, tenacious
Elias,inferred,0,baseline,18,9, passionate
Elias,inferred,0,baseline,18,10, hardworking
Elias,inferred,0,baseline,18,11, because
Elias,inferred,0,baseline,18,12, incredibly
Elias,inferred,0,baseline,18,13, empathy
Elias,inferred,0,baseline,18,14, believed
Elias,inferred,0,baseline,18,15, emotional
Elias,inferred,0,baseline,18,16, likely
Elias,inferred,0,baseline,18,17, behavioral
Elias,inferred,0,baseline,18,18, believable
Elias,inferred,0,baseline,18,19, idealistic
Elias,inferred,0,baseline,18,20, ideology
Elias,inferred,0,baseline,19,1, his
Elias,inferred,0,baseline,19,2, mindset
Elias,inferred,0,baseline,19,3, someone
Elias,inferred,0,baseline,19,4, idealistic
Elias,inferred,0,baseline,19,5, empathetic
Elias,inferred,0,baseline,19,6, characterized
Elias,inferred,0,baseline,19,7, humility
Elias,inferred,0,baseline,19,8, hardworking
Elias,inferred,0,baseline,19,9, pragmatic
Elias,inferred,0,baseline,19,10, emotional
Elias,inferred,0,baseline,19,11, tenacious
Elias,inferred,0,baseline,19,12, narcissistic
Elias,inferred,0,baseline,19,13, idiosyncratic
Elias,inferred,0,baseline,19,14, passionate
Elias,inferred,0,baseline,19,15, selfless
Elias,inferred,0,baseline,19,16, charismatic
Elias,inferred,0,baseline,19,17, paradoxical
Elias,inferred,0,baseline,19,18, likely
Elias,inferred,0,baseline,19,19, quintessential
Elias,inferred,0,baseline,19,20, empathy
Elias,inferred,0,baseline,20,1, hardworking
Elias,inferred,0,baseline,20,2, selfless
Elias,inferred,0,baseline,20,3, empathetic
Elias,inferred,0,baseline,20,4, someone
Elias,inferred,0,baseline,20,5, humility
Elias,inferred,0,baseline,20,6, characterized
Elias,inferred,0,baseline,20,7, idealistic
Elias,inferred,0,baseline,20,8, tenacious
Elias,inferred,0,baseline,20,9, quiet
Elias,inferred,0,baseline,20,10, pragmatic
Elias,inferred,0,baseline,20,11, thoughtful
Elias,inferred,0,baseline,20,12, humble
Elias,inferred,0,baseline,20,13, trustworthy
Elias,inferred,0,baseline,20,14, courageous
Elias,inferred,0,baseline,20,15, mindset
Elias,inferred,0,baseline,20,16, stubborn
Elias,inferred,0,baseline,20,17, unassuming
Elias,inferred,0,baseline,20,18, passionate
Elias,inferred,0,baseline,20,19, knowledgeable
Elias,inferred,0,baseline,20,20, believable
Elias,inferred,0,baseline,21,1, selfless
Elias,inferred,0,baseline,21,2, hardworking
Elias,inferred,0,baseline,21,3, someone
Elias,inferred,0,baseline,21,4, trustworthy
Elias,inferred,0,baseline,21,5, humility
Elias,inferred,0,baseline,21,6, empathetic
Elias,inferred,0,baseline,21,7, dependable
Elias,inferred,0,baseline,21,8, quiet
Elias,inferred,0,baseline,21,9, unassuming
Elias,inferred,0,baseline,21,10, tenacious
Elias,inferred,0,baseline,21,11, loyal
Elias,inferred,0,baseline,21,12, unwavering
Elias,inferred,0,baseline,21,13, idealistic
Elias,inferred,0,baseline,21,14, pragmatic
Elias,inferred,0,baseline,21,15, steadfast
Elias,inferred,0,baseline,21,16, courageous
Elias,inferred,0,baseline,21,17, humble
Elias,inferred,0,baseline,21,18, loyalty
Elias,inferred,0,baseline,21,19, thoughtful
Elias,inferred,0,baseline,21,20, admirable
Elias,inferred,0,baseline,22,1, selfless
Elias,inferred,0,baseline,22,2, hardworking
Elias,inferred,0,baseline,22,3, tenacious
Elias,inferred,0,baseline,22,4, dependable
Elias,inferred,0,baseline,22,5, loyal
Elias,inferred,0,baseline,22,6, trustworthy
Elias,inferred,0,baseline,22,7, empathetic
Elias,inferred,0,baseline,22,8, humility
Elias,inferred,0,baseline,22,9, stubborn
Elias,inferred,0,baseline,22,10, pragmatic
Elias,inferred,0,baseline,22,11, unassuming
Elias,inferred,0,baseline,22,12, quiet
Elias,inferred,0,baseline,22,13, industrious
Elias,inferred,0,baseline,22,14, humble
Elias,inferred,0,baseline,22,15, loyalty
Elias,inferred,0,baseline,22,16, steadfast
Elias,inferred,0,baseline,22,17, admirable
Elias,inferred,0,baseline,22,18, thoughtful
Elias,inferred,0,baseline,22,19, unwavering
Elias,inferred,0,baseline,22,20, courageous
Elias,inferred,0,baseline,23,1, hardworking
Elias,inferred,0,baseline,23,2, selfless
Elias,inferred,0,baseline,23,3, stubborn
Elias,inferred,0,baseline,23,4, trustworthy
Elias,inferred,0,baseline,23,5, tenacious
Elias,inferred,0,baseline,23,6, pragmatic
Elias,inferred,0,baseline,23,7, industrious
Elias,inferred,0,baseline,23,8, characterized
Elias,inferred,0,baseline,23,9, dependable
Elias,inferred,0,baseline,23,10, loyal
Elias,inferred,0,baseline,23,11, likely
Elias,inferred,0,baseline,23,12, probably
Elias,inferred,0,baseline,23,13, admirable
Elias,inferred,0,baseline,23,14, unwavering
Elias,inferred,0,baseline,23,15, steadfast
Elias,inferred,0,baseline,23,16, arrogant
Elias,inferred,0,baseline,23,17, empathetic
Elias,inferred,0,baseline,23,18, personable
Elias,inferred,0,baseline,23,19, resourceful
Elias,inferred,0,baseline,23,20, diligent
Elias,inferred,0,baseline,24,1, selfless
Elias,inferred,0,baseline,24,2, hardworking
Elias,inferred,0,baseline,24,3, dependable
Elias,inferred,0,baseline,24,4, trustworthy
Elias,inferred,0,baseline,24,5, loyal
Elias,inferred,0,baseline,24,6, reliable
Elias,inferred,0,baseline,24,7, loyalty
Elias,inferred,0,baseline,24,8, steadfast
Elias,inferred,0,baseline,24,9, industrious
Elias,inferred,0,baseline,24,10, unwavering
Elias,inferred,0,baseline,24,11, tenacious
Elias,inferred,0,baseline,24,12, stubborn
Elias,inferred,0,baseline,24,13, dependability
Elias,inferred,0,baseline,24,14, pragmatic
Elias,inferred,0,baseline,24,15, diligent
Elias,inferred,0,baseline,24,16, frugal
Elias,inferred,0,baseline,24,17, resilient
Elias,inferred,0,baseline,24,18, characterized
Elias,inferred,0,baseline,24,19, faithful
Elias,inferred,0,baseline,24,20, resourceful
Elias,inferred,0,baseline,25,1, selfless
Elias,inferred,0,baseline,25,2, hardworking
Elias,inferred,0,baseline,25,3, loyal
Elias,inferred,0,baseline,25,4, dependable
Elias,inferred,0,baseline,25,5, trustworthy
Elias,inferred,0,baseline,25,6, industrious
Elias,inferred,0,baseline,25,7, steadfast
Elias,inferred,0,baseline,25,8, tenacious
Elias,inferred,0,baseline,25,9, diligent
Elias,inferred,0,baseline,25,10, loyalty
Elias,inferred,0,baseline,25,11, stubborn
Elias,inferred,0,baseline,25,12, unwavering
Elias,inferred,0,baseline,25,13, reliable
Elias,inferred,0,baseline,25,14, cautious
Elias,inferred,0,baseline,25,15, resilient
Elias,inferred,0,baseline,25,16, conscientious
Elias,inferred,0,baseline,25,17, thoughtful
Elias,inferred,0,baseline,25,18, pragmatic
Elias,inferred,0,baseline,25,19, resourceful
Elias,inferred,0,baseline,25,20, courageous
Elias,inferred,0,baseline,26,1, loyal
Elias,inferred,0,baseline,26,2, selfless
Elias,inferred,0,baseline,26,3, dependable
Elias,inferred,0,baseline,26,4, trustworthy
Elias,inferred,0,baseline,26,5, hardworking
Elias,inferred,0,baseline,26,6, reliable
Elias,inferred,0,baseline,26,7, industrious
Elias,inferred,0,baseline,26,8, tenacious
Elias,inferred,0,baseline,26,9, diligent
Elias,inferred,0,baseline,26,10, steadfast
Elias,inferred,0,baseline,26,11, cautious
Elias,inferred,0,baseline,26,12, stubborn
Elias,inferred,0,baseline,26,13, conscientious
Elias,inferred,0,baseline,26,14, loyalty
Elias,inferred,0,baseline,26,15, resilient
Elias,inferred,0,baseline,26,16, resourceful
Elias,inferred,0,baseline,26,17, courageous
Elias,inferred,0,baseline,26,18, thoughtful
Elias,inferred,0,baseline,26,19, unwavering
Elias,inferred,0,baseline,26,20, pragmatic
Elias,inferred,0,scene,13,1,"\""."
Elias,inferred,0,scene,13,2,\...
Elias,inferred,0,scene,13,3,...\
Elias,inferred,0,scene,13,4, \...
Elias,inferred,0,scene,13,5,".\"""
Elias,inferred,0,scene,13,6,"..."","
Elias,inferred,0,scene,13,7,...
Elias,inferred,0,scene,13,8,"..."""
Elias,inferred,0,scene,13,9,}...
Elias,inferred,0,scene,13,10,"...',"
Elias,inferred,0,scene,13,11,!...
Elias,inferred,0,scene,13,12,...</
Elias,inferred,0,scene,13,13,...'
Elias,inferred,0,scene,13,14, [...]
Elias,inferred,0,scene,13,15,...).
Elias,inferred,0,scene,13,16,...”
Elias,inferred,0,scene,13,17,",..."
Elias,inferred,0,scene,13,18,....
Elias,inferred,0,scene,13,19,.....
Elias,inferred,0,scene,13,20,</strong>
Elias,inferred,0,scene,14,1,...\
Elias,inferred,0,scene,14,2,\...
Elias,inferred,0,scene,14,3, \...
Elias,inferred,0,scene,14,4,:...
Elias,inferred,0,scene,14,5,...</
Elias,inferred,0,scene,14,6,...
Elias,inferred,0,scene,14,7,...'
Elias,inferred,0,scene,14,8,"...',"
Elias,inferred,0,scene,14,9,}...
Elias,inferred,0,scene,14,10,!...
Elias,inferred,0,scene,14,11, [...]
Elias,inferred,0,scene,14,12,"..."","
Elias,inferred,0,scene,14,13,...\...\
Elias,inferred,0,scene,14,14,",..."
Elias,inferred,0,scene,14,15,。...
Elias,inferred,0,scene,14,16,"..."""
Elias,inferred,0,scene,14,17,"\""."
Elias,inferred,0,scene,14,18,.....
Elias,inferred,0,scene,14,19,....
Elias,inferred,0,scene,14,20,...!
Elias,inferred,0,scene,15,1,...\
Elias,inferred,0,scene,15,2,...
Elias,inferred,0,scene,15,3,....
Elias,inferred,0,scene,15,4,.....
Elias,inferred,0,scene,15,5,!...
Elias,inferred,0,scene,15,6,\...
Elias,inferred,0,scene,15,7,",..."
Elias,inferred,0,scene,15,8, ...
Elias,inferred,0,scene,15,9,...).
Elias,inferred,0,scene,15,10, \...
Elias,inferred,0,scene,15,11, [...]
Elias,inferred,0,scene,15,12, ....
Elias,inferred,0,scene,15,13,"\""."
Elias,inferred,0,scene,15,14,...</
Elias,inferred,0,scene,15,15,"..."""
Elias,inferred,0,scene,15,16,:...
Elias,inferred,0,scene,15,17,!.
Elias,inferred,0,scene,15,18,"..."","
Elias,inferred,0,scene,15,19,"...."""
Elias,inferred,0,scene,15,20,".\"""
Elias,inferred,0,scene,16,1,...\
Elias,inferred,0,scene,16,2,...
Elias,inferred,0,scene,16,3,\...
Elias,inferred,0,scene,16,4,!...
Elias,inferred,0,scene,16,5,",..."
Elias,inferred,0,scene,16,6,....
Elias,inferred,0,scene,16,7,.....
Elias,inferred,0,scene,16,8,...).
Elias,inferred,0,scene,16,9,:...
Elias,inferred,0,scene,16,10,...?
Elias,inferred,0,scene,16,11,"..."","
Elias,inferred,0,scene,16,12, \...
Elias,inferred,0,scene,16,13,!\
Elias,inferred,0,scene,16,14,...</
Elias,inferred,0,scene,16,15,"..."""
Elias,inferred,0,scene,16,16, ...
Elias,inferred,0,scene,16,17,"...,"
Elias,inferred,0,scene,16,18, ....
Elias,inferred,0,scene,16,19, likely
Elias,inferred,0,scene,16,20, iconic
Elias,inferred,0,scene,17,1, likely
Elias,inferred,0,scene,17,2, believed
Elias,inferred,0,scene,17,3, characterized
Elias,inferred,0,scene,17,4, comedic
Elias,inferred,0,scene,17,5, portrayed
Elias,inferred,0,scene,17,6, indeed
Elias,inferred,0,scene,17,7,...
Elias,inferred,0,scene,17,8,!...
Elias,inferred,0,scene,17,9, storytelling
Elias,inferred,0,scene,17,10, capitalism
Elias,inferred,0,scene,17,11, depicted
Elias,inferred,0,scene,17,12, arguably
Elias,inferred,0,scene,17,13, believable
Elias,inferred,0,scene,17,14, incredibly
Elias,inferred,0,scene,17,15, robotic
Elias,inferred,0,scene,17,16, entrepreneurial
Elias,inferred,0,scene,17,17, passionate
Elias,inferred,0,scene,17,18, tasked
Elias,inferred,0,scene,17,19, located
Elias,inferred,0,scene,17,20, mindset
Elias,inferred,0,scene,18,1, likely
Elias,inferred,0,scene,18,2, incredibly
Elias,inferred,0,scene,18,3, hardworking
Elias,inferred,0,scene,18,4, characterized
Elias,inferred,0,scene,18,5, believable
Elias,inferred,0,scene,18,6, arguably
Elias,inferred,0,scene,18,7, insightful
Elias,inferred,0,scene,18,8, passionate
Elias,inferred,0,scene,18,9, multifaceted
Elias,inferred,0,scene,18,10, comedic
Elias,inferred,0,scene,18,11, portrayed
Elias,inferred,0,scene,18,12, heartwarming
Elias,inferred,0,scene,18,13, empathetic
Elias,inferred,0,scene,18,14, idealistic
Elias,inferred,0,scene,18,15, entrepreneurial
Elias,inferred,0,scene,18,16, depicted
Elias,inferred,0,scene,18,17, passionately
Elias,inferred,0,scene,18,18, charismatic
Elias,inferred,0,scene,18,19, storytelling
Elias,inferred,0,scene,18,20, badass
Elias,inferred,0,scene,19,1, hardworking
Elias,inferred,0,scene,19,2, portrayed
Elias,inferred,0,scene,19,3, likely
Elias,inferred,0,scene,19,4, insightful
Elias,inferred,0,scene,19,5, multifaceted
Elias,inferred,0,scene,19,6, characterized
Elias,inferred,0,scene,19,7, passionate
Elias,inferred,0,scene,19,8, talented
Elias,inferred,0,scene,19,9, depicted
Elias,inferred,0,scene,19,10, believable
Elias,inferred,0,scene,19,11, arguably
Elias,inferred,0,scene,19,12, idealistic
Elias,inferred,0,scene,19,13, entrepreneurial
Elias,inferred,0,scene,19,14, incredibly
Elias,inferred,0,scene,19,15, empathetic
Elias,inferred,0,scene,19,16, charismatic
Elias,inferred,0,scene,19,17, quintessential
Elias,inferred,0,scene,19,18, impactful
Elias,inferred,0,scene,19,19, quirky
Elias,inferred,0,scene,19,20, passionately
Elias,inferred,0,scene,20,1, hardworking
Elias,inferred,0,scene,20,2, portrayed
Elias,inferred,0,scene,20,3, likely
Elias,inferred,0,scene,20,4, believable
Elias,inferred,0,scene,20,5, talented
Elias,inferred,0,scene,20,6, trustworthy
Elias,inferred,0,scene,20,7, empathetic
Elias,inferred,0,scene,20,8, characterized
Elias,inferred,0,scene,20,9, passionate
Elias,inferred,0,scene,20,10, depicted
Elias,inferred,0,scene,20,11, someone
Elias,inferred,0,scene,20,12, multifaceted
Elias,inferred,0,scene,20,13, versatile
Elias,inferred,0,scene,20,14, pragmatic
Elias,inferred,0,scene,20,15, insightful
Elias,inferred,0,scene,20,16, industrious
Elias,inferred,0,scene,20,17, charismatic
Elias,inferred,0,scene,20,18, resourceful
Elias,inferred,0,scene,20,19, personable
Elias,inferred,0,scene,20,20, courageous
Elias,inferred,0,scene,21,1, hardworking
Elias,inferred,0,scene,21,2, likely
Elias,inferred,0,scene,21,3, someone
Elias,inferred,0,scene,21,4, probably
Elias,inferred,0,scene,21,5, believable
Elias,inferred,0,scene,21,6, selfless
Elias,inferred,0,scene,21,7, industrious
Elias,inferred,0,scene,21,8, trustworthy
Elias,inferred,0,scene,21,9, unassuming
Elias,inferred,0,scene,21,10, empathetic
Elias,inferred,0,scene,21,11, typically
Elias,inferred,0,scene,21,12, arguably
Elias,inferred,0,scene,21,13, dependable
Elias,inferred,0,scene,21,14, portrayed
Elias,inferred,0,scene,21,15, courageous
Elias,inferred,0,scene,21,16, multifaceted
Elias,inferred,0,scene,21,17, idealistic
Elias,inferred,0,scene,21,18, knowledgeable
Elias,inferred,0,scene,21,19, passionate
Elias,inferred,0,scene,21,20, versatile
Elias,inferred,0,scene,22,1, likely
Elias,inferred,0,scene,22,2, hardworking
Elias,inferred,0,scene,22,3, portrayed
Elias,inferred,0,scene,22,4, probably
Elias,inferred,0,scene,22,5, depicted
Elias,inferred,0,scene,22,6, industrious
Elias,inferred,0,scene,22,7, believable
Elias,inferred,0,scene,22,8, evidently
Elias,inferred,0,scene,22,9, characterized
Elias,inferred,0,scene,22,10, arguably
Elias,inferred,0,scene,22,11, empathetic
Elias,inferred,0,scene,22,12, selfless
Elias,inferred,0,scene,22,13, trustworthy
Elias,inferred,0,scene,22,14, presumably
Elias,inferred,0,scene,22,15, described
Elias,inferred,0,scene,22,16, personable
Elias,inferred,0,scene,22,17, resourceful
Elias,inferred,0,scene,22,18, typically
Elias,inferred,0,scene,22,19, thoughtful
Elias,inferred,0,scene,22,20, dependable
Elias,inferred,0,scene,23,1, hardworking
Elias,inferred,0,scene,23,2, likely
Elias,inferred,0,scene,23,3, described
Elias,inferred,0,scene,23,4, portrayed
Elias,inferred,0,scene,23,5, depicted
Elias,inferred,0,scene,23,6, probably
Elias,inferred,0,scene,23,7, characterized
Elias,inferred,0,scene,23,8, industrious
Elias,inferred,0,scene,23,9, believable
Elias,inferred,0,scene,23,10, personable
Elias,inferred,0,scene,23,11, trustworthy
Elias,inferred,0,scene,23,12, shown
Elias,inferred,0,scene,23,13, resourceful
Elias,inferred,0,scene,23,14,likely
Elias,inferred,0,scene,23,15, evidently
Elias,inferred,0,scene,23,16, arguably
Elias,inferred,0,scene,23,17, selfless
Elias,inferred,0,scene,23,18, idealistic
Elias,inferred,0,scene,23,19, Likely
Elias,inferred,0,scene,23,20, empathetic
Elias,inferred,0,scene,24,1, portrayed
Elias,inferred,0,scene,24,2, described
Elias,inferred,0,scene,24,3, hardworking
Elias,inferred,0,scene,24,4, depicted
Elias,inferred,0,scene,24,5, likely
Elias,inferred,0,scene,24,6, characterized
Elias,inferred,0,scene,24,7, probably
Elias,inferred,0,scene,24,8, trustworthy
Elias,inferred,0,scene,24,9, industrious
Elias,inferred,0,scene,24,10, believable
Elias,inferred,0,scene,24,11, dependable
Elias,inferred,0,scene,24,12, shown
Elias,inferred,0,scene,24,13, personable
Elias,inferred,0,scene,24,14, selfless
Elias,inferred,0,scene,24,15, empathetic
Elias,inferred,0,scene,24,16, honest
Elias,inferred,0,scene,24,17, reliable
Elias,inferred,0,scene,24,18, resourceful
Elias,inferred,0,scene,24,19,likely
Elias,inferred,0,scene,24,20, thoughtful
Elias,inferred,0,scene,25,1, portrayed
Elias,inferred,0,scene,25,2, depicted
Elias,inferred,0,scene,25,3, described
Elias,inferred,0,scene,25,4, hardworking
Elias,inferred,0,scene,25,5, likely
Elias,inferred,0,scene,25,6, characterized
Elias,inferred,0,scene,25,7, probably
Elias,inferred,0,scene,25,8, shown
Elias,inferred,0,scene,25,9, industrious
Elias,inferred,0,scene,25,10, trustworthy
Elias,inferred,0,scene,25,11, empathetic
Elias,inferred,0,scene,25,12, dependable
Elias,inferred,0,scene,25,13, diligent
Elias,inferred,0,scene,25,14, personable
Elias,inferred,0,scene,25,15, thoughtful
Elias,inferred,0,scene,25,16, selfless
Elias,inferred,0,scene,25,17, someone
Elias,inferred,0,scene,25,18, resourceful
Elias,inferred,0,scene,25,19, compassionate
Elias,inferred,0,scene,25,20, believable
Elias,inferred,0,scene,26,1, portrayed
Elias,inferred,0,scene,26,2, hardworking
Elias,inferred,0,scene,26,3, likely
Elias,inferred,0,scene,26,4, described
Elias,inferred,0,scene,26,5, depicted
Elias,inferred,0,scene,26,6, probably
Elias,inferred,0,scene,26,7, characterized
Elias,inferred,0,scene,26,8, trustworthy
Elias,inferred,0,scene,26,9, industrious
Elias,inferred,0,scene,26,10, shown
Elias,inferred,0,scene,26,11, empathetic
Elias,inferred,0,scene,26,12, dependable
Elias,inferred,0,scene,26,13, personable
Elias,inferred,0,scene,26,14, compassionate
Elias,inferred,0,scene,26,15, believable
Elias,inferred,0,scene,26,16, knowledgeable
Elias,inferred,0,scene,26,17, resourceful
Elias,inferred,0,scene,26,18, diligent
Elias,inferred,0,scene,26,19, selfless
Elias,inferred,0,scene,26,20, honest
Elias,inferred,1,baseline,13,1,"\""."
Elias,inferred,1,baseline,13,2,".\"""
Elias,inferred,1,baseline,13,3,"..."","
Elias,inferred,1,baseline,13,4,"..."""
Elias,inferred,1,baseline,13,5,}...
Elias,inferred,1,baseline,13,6,...\
Elias,inferred,1,baseline,13,7,</strong>
Elias,inferred,1,baseline,13,8,}.
Elias,inferred,1,baseline,13,9,\...
Elias,inferred,1,baseline,13,10,!...
Elias,inferred,1,baseline,13,11,"...',"
Elias,inferred,1,baseline,13,12,"!""."
Elias,inferred,1,baseline,13,13,...</
Elias,inferred,1,baseline,13,14,...
Elias,inferred,1,baseline,13,15,"...."""
Elias,inferred,1,baseline,13,16,</h1>
Elias,inferred,1,baseline,13,17, \...
Elias,inferred,1,baseline,13,18,...'
Elias,inferred,1,baseline,13,19,"..."";"
Elias,inferred,1,baseline,13,20,.**
Elias,inferred,1,baseline,14,1,</strong>
Elias,inferred,1,baseline,14,2,</h1>
Elias,inferred,1,baseline,14,3,...</
Elias,inferred,1,baseline,14,4,"\""."
Elias,inferred,1,baseline,14,5,...\
Elias,inferred,1,baseline,14,6,".\"""
Elias,inferred,1,baseline,14,7,}...
Elias,inferred,1,baseline,14,8,\...
Elias,inferred,1,baseline,14,9,"..."","
Elias,inferred,1,baseline,14,10,"...',"
Elias,inferred,1,baseline,14,11,</h2>
Elias,inferred,1,baseline,14,12,}.
Elias,inferred,1,baseline,14,13,.}\
Elias,inferred,1,baseline,14,14,"..."""
Elias,inferred,1,baseline,14,15, \...
Elias,inferred,1,baseline,14,16,.}
Elias,inferred,1,baseline,14,17,...'
Elias,inferred,1,baseline,14,18,}\
Elias,inferred,1,baseline,14,19, }\
Elias,inferred,1,baseline,14,20,.**
Elias,inferred,1,baseline,15,1,"\""."
Elias,inferred,1,baseline,15,2,...\
Elias,inferred,1,baseline,15,3,".\"""
Elias,inferred,1,baseline,15,4,...
Elias,inferred,1,baseline,15,5,}.
Elias,inferred,1,baseline,15,6,}...
Elias,inferred,1,baseline,15,7,...</
Elias,inferred,1,baseline,15,8,</h1>
Elias,inferred,1,baseline,15,9,.....
Elias,inferred,1,baseline,15,10,!...
Elias,inferred,1,baseline,15,11,...?
Elias,inferred,1,baseline,15,12,\...
Elias,inferred,1,baseline,15,13,....
Elias,inferred,1,baseline,15,14, \...
Elias,inferred,1,baseline,15,15,"..."""
Elias,inferred,1,baseline,15,16,",..."
Elias,inferred,1,baseline,15,17,"..."","
Elias,inferred,1,baseline,15,18,</strong>
Elias,inferred,1,baseline,15,19,...).
Elias,inferred,1,baseline,15,20,.**
Elias,inferred,1,baseline,16,1,...\
Elias,inferred,1,baseline,16,2,"\""."
Elias,inferred,1,baseline,16,3,.....
Elias,inferred,1,baseline,16,4,...
Elias,inferred,1,baseline,16,5,\...
Elias,inferred,1,baseline,16,6,.**
Elias,inferred,1,baseline,16,7,".\"""
Elias,inferred,1,baseline,16,8,....
Elias,inferred,1,baseline,16,9,...?
Elias,inferred,1,baseline,16,10,...).
Elias,inferred,1,baseline,16,11,**.
Elias,inferred,1,baseline,16,12,:**
Elias,inferred,1,baseline,16,13,}.
Elias,inferred,1,baseline,16,14,}...
Elias,inferred,1,baseline,16,15,!...
Elias,inferred,1,baseline,16,16, \...
Elias,inferred,1,baseline,16,17,...</
Elias,inferred,1,baseline,16,18,",..."
Elias,inferred,1,baseline,16,19,"..."","
Elias,inferred,1,baseline,16,20,!\
Elias,inferred,1,baseline,17,1, because
Elias,inferred,1,baseline,17,2, likely
Elias,inferred,1,baseline,17,3, believed
Elias,inferred,1,baseline,17,4,...
Elias,inferred,1,baseline,17,5, probably
Elias,inferred,1,baseline,17,6,.....
Elias,inferred,1,baseline,17,7,....
